Age Range,Experience,Industry,Job Title,Education,Country,Annual Salary,Annual Bonus,Signon Bonus,Gender
26-29,6,Consulting,Analyst,Bachelor's Degree,United States,81000.0,0.0,0.0,Female
26-29,6,Marketing,Cosmetologist,Bachelor's Degree,United States,81000.0,0.0,0.0,Female
26-29,6,Operations,Account Executive,Bachelor's Degree,United States,81750.0,0.0,0.0,Female
26-29,6,Human Resources,Student Advisor,Bachelor's Degree,Australia,53759.2,0.0,0.0,Female
26-29,6,Retail,Regional Sales Manager,No Schooling,Australia,53759.2,0.0,0.0,Female
26-29,6,Non-Profit,Manager,Bachelor's Degree,United States,82000.0,0.0,0.0,Female
26-29,6,Marketing,Marketing,Bachelor's Degree,United States,82000.0,0.0,0.0,Female
26-29,6,Data Processing,Account Manager,Master's Degree,United States,82000.0,0.0,0.0,Female
26-29,6,Sales,Sales Manager,Bachelor's Degree,United States,82000.0,0.0,0.0,Female
26-29,6,Operations,Assistant Account Executive,Bachelor's Degree,United States,82500.0,0.0,0.0,Female
26-29,6,Retail,General Manager,Bachelor's Degree,United States,83000.0,0.0,0.0,Female
26-29,6,Information Technology/It,Project Manager,Bachelor's Degree,United States,83000.0,0.0,0.0,Female
26-29,6,Education,Teacher,Master's Degree,United States,84000.0,0.0,0.0,Female
26-29,6,Marketing,Account Manager,Bachelor's Degree,Australia,55726.0,0.0,0.0,Female
26-29,6,Education,Teacher,Bachelor's Degree,Canada,62823.5,0.0,0.0,Female
26-29,6,Rental And Leasing Services,Family Preservation Caseworker,Bachelor's Degree,Canada,62823.5,0.0,0.0,Female
26-29,6,Marketing,Associate Strategist,Bachelor's Degree,Canada,62823.5,0.0,0.0,Female
26-29,6,Digital,Media Relations Specialist,Bachelor's Degree,United States,85000.0,0.0,0.0,Female
26-29,6,Hospitality Management,Manager,Associate Degree,United States,85000.0,0.0,0.0,Female
26-29,6,Customer Service,Vice President Of Sales,Bachelor's Degree,United States,85000.0,0.0,0.0,Female
26-29,6,Aerospace,Analyst,Bachelor's Degree,United States,85000.0,0.0,0.0,Female
26-29,6,E-Commerce,E-Commerce,Bachelor's Degree,United States,85000.0,0.0,0.0,Female
26-29,6,Fashion Design,Manager,Bachelor's Degree,United States,85000.0,0.0,0.0,Female
26-29,6,Bioinformatics,Communication Manager,Bachelor's Degree,United States,85000.0,0.0,0.0,Female
26-29,6,Marketing,Manager,Bachelor's Degree,United States,85000.0,0.0,0.0,Female
26-29,6,Hospitality Management,Manager,Bachelor's Degree,United States,85000.0,0.0,0.0,Female
26-29,6,Research,Mixologist,Master's Degree,United States,85000.0,0.0,0.0,Female
26-29,6,Digital,Associate Strategist,Master's Degree,United States,85000.0,0.0,0.0,Female
26-29,6,Marketing,Manager,Master's Degree,United States,85000.0,0.0,0.0,Female
26-29,6,Operations,Account Manager,Bachelor's Degree,United States,85000.0,0.0,0.0,Female
26-29,6,Health Care,Nurse,Bachelor's Degree,United States,85000.0,0.0,0.0,Female
26-29,6,Law/Legal/Attorney,Paralegal,Bachelor's Degree,United States,85000.0,0.0,0.0,Female
26-29,6,Government/County,Other,Master's Degree,United States,85000.0,0.0,0.0,Female
26-29,6,Biotech,Computer Customer Support Specialist,Master's Degree,United States,85000.0,0.0,0.0,Female
26-29,6,Marketing,Sportsbook Ticket Writer,Master's Degree,United States,85000.0,0.0,0.0,Female
26-29,6,Insurance,Property And Casualty Insurance Claims Examiner,Bachelor's Degree,United States,85000.0,0.0,0.0,Female
26-29,6,Information Technology/It,Project Manager,Bachelor's Degree,United States,86000.0,0.0,0.0,Female
26-29,6,Education,Community Health Education Coordinator,Bachelor's Degree,Australia,56473.38,0.0,0.0,Female
26-29,6,Technical Services,Teacher,Bachelor's Degree,Australia,56709.4,0.0,0.0,Female
26-29,6,Accounting,Director,Associate Degree,United States,86500.0,0.0,0.0,Female
26-29,6,Government/County,Chrome Plater,Bachelor's Degree,United States,86900.0,0.0,0.0,Female
26-29,6,Health Care,Project Manager,Bachelor's Degree,United States,87000.0,0.0,0.0,Female
26-29,6,Health Care,Emergency Room Rn,Bachelor's Degree,United States,87000.0,0.0,0.0,Female
26-29,6,Accounting,Manager,Bachelor's Degree,United States,87300.0,0.0,0.0,Female
26-29,6,Rental And Leasing Services,Analyst,Bachelor's Degree,Canada,65040.8,0.0,0.0,Female
26-29,6,Marketing,Manager,Master's Degree,United States,88000.0,0.0,0.0,Female
26-29,6,Banking,Manager,Bachelor's Degree,United States,88650.0,0.0,0.0,Female
26-29,6,Hr/Payroll,Manager,Bachelor's Degree,Canada,65779.9,0.0,0.0,Female
26-29,6,Engineering,Engineer,Bachelor's Degree,Canada,65779.9,0.0,0.0,Female
26-29,6,Merchandise/Cpg,Manager,Bachelor's Degree,United States,89000.0,0.0,0.0,Female
26-29,6,Marketing,Account Manager,Bachelor's Degree,United States,89000.0,0.0,0.0,Female
26-29,6,Retail,Product Safety Engineer,Bachelor's Degree,United States,89440.0,0.0,0.0,Female
26-29,6,Aerospace,Programmer Analyst,Master's Degree,United States,89500.0,0.0,0.0,Female
26-29,6,Education,Teacher,Bachelor's Degree,Canada,66519.0,0.0,0.0,Female
26-29,6,Pharmacy,Hr Clerk,Bachelor's Degree,United States,90000.0,0.0,0.0,Female
26-29,6,Non-Profit,Director,Master's Degree,United States,90000.0,0.0,0.0,Female
26-29,6,Fashion Design,Manager,Some college,United States,90000.0,0.0,0.0,Female
26-29,6,Biotech,Manager,Bachelor's Degree,United States,90000.0,0.0,0.0,Female
26-29,6,Marketing,Project Manager,Bachelor's Degree,United States,90000.0,0.0,0.0,Female
26-29,6,Marketing,Manager,Bachelor's Degree,United States,90000.0,0.0,0.0,Female
26-29,6,Beauty/Cosmetics,Accountant,Bachelor's Degree,United States,90000.0,0.0,0.0,Female
26-29,6,Retail,City Planner,Bachelor's Degree,United States,90000.0,0.0,0.0,Female
26-29,6,Health Care,Computer Customer Support Specialist,Bachelor's Degree,United States,90000.0,0.0,0.0,Female
26-29,6,Education,Director,Master's Degree,United States,90000.0,0.0,0.0,Female
26-29,6,Photography,Freelance,Bachelor's Degree,United States,90009.0,0.0,0.0,Female
26-29,6,Engineering,Engineer,Bachelor's Degree,United States,91000.0,0.0,0.0,Female
26-29,6,Biotech,Project Manager,Bachelor's Degree,United States,91000.0,0.0,0.0,Female
26-29,6,Retail,Project Manager,Bachelor's Degree,United States,91000.0,0.0,0.0,Female
26-29,6,Architecture,Compressed Gas Tester,Bachelor's Degree,Australia,60315.2,0.0,0.0,Female
26-29,6,Gaming,Manager,Master's Degree,United States,92000.0,0.0,0.0,Female
26-29,6,Communications/Media,Chefs And Head Cooks,No Schooling,United States,92000.0,0.0,0.0,Female
26-29,6,Consulting,Summer Associate,Bachelor's Degree,United States,92500.0,0.0,0.0,Female
26-29,6,Computer Software,Coordinator Of Rehabilitation Services,Master's Degree,United Kingdom,118575.0,0.0,0.0,Female
26-29,6,Pharmacy,Financial Analyst,Master's Degree,United States,93000.0,0.0,0.0,Female
26-29,6,Sales,Digital Marketing Manager,Bachelor's Degree,Canada,70214.5,0.0,0.0,Female
26-29,6,Tech/Technology,Manager,Bachelor's Degree,Canada,70214.5,0.0,0.0,Female
26-29,6,Biotech,Manager,Master's Degree,Canada,70214.5,0.0,0.0,Female
26-29,6,Law/Legal/Attorney,Legal Assistant,Bachelor's Degree,United States,95000.0,0.0,0.0,Female
26-29,6,Beverage And Tobacco,Auditor,Bachelor's Degree,United States,95000.0,0.0,0.0,Female
26-29,6,Non-Profit,Employee Development Director,Bachelor's Degree,United States,95000.0,0.0,0.0,Female
26-29,6,Non-Profit,Manager,Master's Degree,United States,95000.0,0.0,0.0,Female
26-29,6,Education,Director,Master's Degree,United States,95000.0,0.0,0.0,Female
26-29,6,Communications/Media,Comic Artist,Bachelor's Degree,United States,95000.0,0.0,0.0,Female
26-29,6,Medical Field/Medicine,Clinical Nursing Instructor,Bachelor's Degree,United States,95000.0,0.0,0.0,Female
26-29,6,E-Commerce,Digital Marketing Manager,Bachelor's Degree,United States,95000.0,0.0,0.0,Female
26-29,6,Advertising,Director,Bachelor's Degree,United States,95300.0,0.0,0.0,Female
26-29,6,Government/County,Financial Analyst,Bachelor's Degree,Canada,70953.6,0.0,0.0,Female
26-29,6,Marketing,Manager,Bachelor's Degree,United States,96000.0,0.0,0.0,Female
26-29,6,Oil & Gas,Financial Analyst,Bachelor's Degree,United States,96000.0,0.0,0.0,Female
26-29,6,Aerospace,Account Manager,Master's Degree,United States,96000.0,0.0,0.0,Female
26-29,6,Biotech,Accountant,Bachelor's Degree,United States,96000.0,0.0,0.0,Female
26-29,6,Marketing,Consultant,Bachelor's Degree,United States,97000.0,0.0,0.0,Female
26-29,6,Education,Other,Bachelor's Degree,United States,97500.0,0.0,0.0,Female
26-29,6,Marketing,Accountant,Bachelor's Degree,United States,97500.0,0.0,0.0,Female
26-29,6,Marketing,Social Media Manager,Master's Degree,Hungary,270.48,0.0,0.0,Female
26-29,6,Advertising,Project Manager,Bachelor's Degree,United States,98000.0,0.0,0.0,Female
26-29,6,Dance,Audit Associate,Bachelor's Degree,United States,98000.0,0.0,0.0,Female
26-29,6,Pharmacy,Contracting Manager,Bachelor's Degree,United States,98650.0,0.0,0.0,Female
26-29,6,Biotech,Apparel Designer,Bachelor's Degree,Canada,73910.0,0.0,0.0,Female
26-29,6,Arts And Entertainment,Manager,Bachelor's Degree,United States,100000.0,0.0,0.0,Female
26-29,6,Finance,Account Executive,Bachelor's Degree,United States,100000.0,0.0,0.0,Female
26-29,6,Health Care,Manager,Master's Degree,United States,100000.0,0.0,0.0,Female
26-29,6,Auto Sales,Manager,Associate Degree,United States,100000.0,0.0,0.0,Female
26-29,6,Advertising,Media Relations Specialist,Bachelor's Degree,United States,100000.0,0.0,0.0,Female
26-29,6,Apparel,Manager,Bachelor's Degree,United States,100000.0,0.0,0.0,Female
26-29,6,Information Technology/It,Brand Manager,Bachelor's Degree,United States,100000.0,0.0,0.0,Female
26-29,6,Social Media,Computer Customer Support Specialist,Bachelor's Degree,United States,100000.0,0.0,0.0,Female
26-29,6,Finance,Manager,Bachelor's Degree,United States,100000.0,0.0,0.0,Female
26-29,6,Operations,Assistant Account Executive,Master's Degree,United States,100000.0,0.0,0.0,Female
26-29,6,Marketing,Manager,Some college,United States,100000.0,0.0,0.0,Female
26-29,6,Marketing,Foundry Equipment Mechanic,Bachelor's Degree,United States,100000.0,0.0,0.0,Female
26-29,6,Real Estate/Housing,Controller,Bachelor's Degree,United States,100000.0,0.0,0.0,Female
26-29,6,Food And Beverage,Manager,Bachelor's Degree,United States,100000.0,0.0,0.0,Female
26-29,6,Health Care,Other,Doctoral Degree,United States,100000.0,0.0,0.0,Female
26-29,6,Health Care,Manager,Bachelor's Degree,United States,100000.0,0.0,0.0,Female
26-29,6,Data Processing,Manager,Bachelor's Degree,United States,100000.0,0.0,0.0,Female
26-29,6,Health Care,Communications,Bachelor's Degree,United States,100000.0,0.0,0.0,Female
26-29,6,Fashion Design,Sweater Designer,Bachelor's Degree,United States,100000.0,0.0,0.0,Female
26-29,6,Event Planning,Transportation Clerk,Master's Degree,United States,100256.0,0.0,0.0,Female
26-29,6,Accounting,Consultant,Bachelor's Degree,United States,101500.0,0.0,0.0,Female
26-29,6,Operations,Manager,Bachelor's Degree,United States,102000.0,0.0,0.0,Female
26-29,6,Advertising,Criminal Justice Social Worker,Bachelor's Degree,United States,102000.0,0.0,0.0,Female
26-29,6,Health Care,Engineer,Master's Degree,United States,103000.0,0.0,0.0,Female
26-29,6,Government/County,Analyst,Master's Degree,United States,103012.0,0.0,0.0,Female
26-29,6,Biotech,Analyst,Bachelor's Degree,United States,104000.0,0.0,0.0,Female
26-29,6,Entertainment/Tv,Account Assistant,Bachelor's Degree,United States,104000.0,0.0,0.0,Female
26-29,6,Government/County,Budget Officer,Master's Degree,United States,104000.0,0.0,0.0,Female
26-29,6,Biotech,Scientist,Bachelor's Degree,United States,104000.0,0.0,0.0,Female
26-29,6,Health Care,Nurse,Master's Degree,United States,104500.0,0.0,0.0,Female
26-29,6,Hospitality Management,Manager,Bachelor's Degree,United States,105000.0,0.0,0.0,Female
26-29,6,Digital,Director,Bachelor's Degree,United States,105000.0,0.0,0.0,Female
26-29,6,Research,Manager,Bachelor's Degree,United States,105000.0,0.0,0.0,Female
26-29,6,Retail,Manager,Bachelor's Degree,United States,105000.0,0.0,0.0,Female
26-29,6,E-Commerce,Manager,Bachelor's Degree,United States,106000.0,0.0,0.0,Female
26-29,6,Computer Software,Engineer,Bachelor's Degree,United States,106000.0,0.0,0.0,Female
26-29,6,Finance,Financial Analyst,Master's Degree,United States,108000.0,0.0,0.0,Female
26-29,6,Government/County,Manager,Bachelor's Degree,United States,109000.0,0.0,0.0,Female
26-29,6,Biotech,Computer-Aided Drafting And Design Instructor,Bachelor's Degree,Switzerland,123882.0,0.0,0.0,Female
26-29,6,Advertising,Sr. Director,Bachelor's Degree,United States,110000.0,0.0,0.0,Female
26-29,6,Telecommunications,Delivery Sales Worker,Bachelor's Degree,United States,110000.0,0.0,0.0,Female
26-29,6,Marketing,Assistant Account Executive,Bachelor's Degree,United States,110000.0,0.0,0.0,Female
26-29,6,Cloud Tech,Summer Associate,Bachelor's Degree,United States,110000.0,0.0,0.0,Female
26-29,6,Non-Profit,Director,Bachelor's Degree,United States,110000.0,0.0,0.0,Female
26-29,6,Arts And Entertainment,Director,Bachelor's Degree,United States,110000.0,0.0,0.0,Female
26-29,6,Aerospace,Computer Systems Engineer,Master's Degree,United States,110500.0,0.0,0.0,Female
26-29,6,Restaurant,Manager,Master's Degree,United States,111000.0,0.0,0.0,Female
26-29,6,Health Care,Nurse,Master's Degree,Canada,82779.2,0.0,0.0,Female
26-29,6,Biotech,Analyst,Bachelor's Degree,United States,112000.0,0.0,0.0,Female
26-29,6,Insurance,Actuary,Bachelor's Degree,United States,112000.0,0.0,0.0,Female
26-29,6,Education,Marketing,Bachelor's Degree,Australia,75394.0,0.0,0.0,Female
26-29,6,Consulting,Actuarial Associate,Bachelor's Degree,United States,115000.0,0.0,0.0,Female
26-29,6,Health Care,Manager,Bachelor's Degree,United States,115000.0,0.0,0.0,Female
26-29,6,Merchandise/Cpg,Manager,Bachelor's Degree,United States,115000.0,0.0,0.0,Female
26-29,6,Finance,Summer Associate,Master's Degree,United States,115000.0,0.0,0.0,Female
26-29,6,Biotech,Search Marketing Strategist,Bachelor's Degree,United States,115000.0,0.0,0.0,Female
26-29,6,Entertainment/Tv,Director,Master's Degree,United States,115000.0,0.0,0.0,Female
26-29,6,Computer Software,Analyst,Bachelor's Degree,United States,115000.0,0.0,0.0,Female
26-29,6,Biotech,Manager,Bachelor's Degree,United States,116000.0,0.0,0.0,Female
26-29,6,Information Technology/It,Business Analyst,Master's Degree,Australia,77360.8,0.0,0.0,Female
26-29,6,Biotech,Manager,Bachelor's Degree,United States,118000.0,0.0,0.0,Female
26-29,6,Operations,Project Manager,Bachelor's Degree,United States,118000.0,0.0,0.0,Female
26-29,6,Non-Profit,Manager,Bachelor's Degree,United States,118000.0,0.0,0.0,Female
26-29,6,Education,Teacher,Bachelor's Degree,New Zealand,71882.93,0.0,0.0,Female
26-29,6,Health Care,Nurse,Master's Degree,United States,119000.0,0.0,0.0,Female
26-29,6,Sales,Manager,Master's Degree,Australia,78672.0,0.0,0.0,Female
26-29,6,Biotech,Recruiter,Bachelor's Degree,Canada,88692.0,0.0,0.0,Female
26-29,6,Health Care,Manager,Bachelor's Degree,United States,120000.0,0.0,0.0,Female
26-29,6,Engineering,Engineer,Bachelor's Degree,United States,120000.0,0.0,0.0,Female
26-29,6,Data Processing,Communication Manager,Bachelor's Degree,United States,120000.0,0.0,0.0,Female
26-29,6,Biotech,Account Manager,Bachelor's Degree,United States,120000.0,0.0,0.0,Female
26-29,6,Entertainment/Tv,Project Manager,Bachelor's Degree,United States,120000.0,0.0,0.0,Female
26-29,6,Banking,Product Manager,Bachelor's Degree,United States,120000.0,0.0,0.0,Female
26-29,6,Hair Care,Water Colorist,Trade School,United States,120000.0,0.0,0.0,Female
26-29,6,Biotech,Computer Customer Support Specialist,Bachelor's Degree,United States,120000.0,0.0,0.0,Female
26-29,6,Biotech,Marketing,Bachelor's Degree,United States,120000.0,0.0,0.0,Female
26-29,6,Pharmacy,Pharmacist,Doctoral Degree,United States,120000.0,0.0,0.0,Female
26-29,6,Oil & Gas,Contract Administrator,Bachelor's Degree,United States,120000.0,0.0,0.0,Female
26-29,6,Cyber Security,Engineer,Master's Degree,United States,120000.0,0.0,0.0,Female
26-29,6,Biotech,Cop,Bachelor's Degree,United States,125000.0,0.0,0.0,Female
26-29,6,Asset Management,Vp,Bachelor's Degree,United States,125000.0,0.0,0.0,Female
26-29,6,Medical Field/Medicine,Nurse,Bachelor's Degree,United States,125000.0,0.0,0.0,Female
26-29,6,Non-Profit,Youth Program Director,Master's Degree,United States,125000.0,0.0,0.0,Female
26-29,6,Tech/Technology,Manager,Bachelor's Degree,United States,127000.0,0.0,0.0,Female
26-29,6,Architecture,Software Developers,Bachelor's Degree,United States,127000.0,0.0,0.0,Female
26-29,6,Biotech,Manager,Bachelor's Degree,United States,128000.0,0.0,0.0,Female
26-29,6,Education,Accountant,Bachelor's Degree,Australia,85221.44,0.0,0.0,Female
26-29,6,Information Technology/It,Consultant,Bachelor's Degree,United States,130000.0,0.0,0.0,Female
26-29,6,Biotech,Manager,Master's Degree,United States,130000.0,0.0,0.0,Female
26-29,6,Real Estate/Housing,Account Manager,Bachelor's Degree,United States,130000.0,0.0,0.0,Female
26-29,6,Information Technology/It,Analyst,Bachelor's Degree,United States,135000.0,0.0,0.0,Female
26-29,6,Finance,Hr Clerk,Bachelor's Degree,United States,140000.0,0.0,0.0,Female
26-29,6,Biotech,Product Manager,Bachelor's Degree,United States,140000.0,0.0,0.0,Female
26-29,6,Health Care,Nurse,Bachelor's Degree,United States,140000.0,0.0,0.0,Female
26-29,6,Clothing And Clothing Accessories Stores,Manager,Master's Degree,Canada,104538.3,0.0,0.0,Female
26-29,6,Marketing,Manager,Bachelor's Degree,United States,142000.0,0.0,0.0,Female
26-29,6,Construction,Project Manager,Bachelor's Degree,United States,142000.0,0.0,0.0,Female
26-29,6,Finance,Manager,Bachelor's Degree,United States,144000.0,0.0,0.0,Female
26-29,6,Marketing,Independent Video Producer,Bachelor's Degree,United States,145000.0,0.0,0.0,Female
26-29,6,Biotech,Software Engineer,Bachelor's Degree,Canada,110865.0,0.0,0.0,Female
26-29,6,Arts And Entertainment,Accountant,Some college,Canada,110865.0,0.0,0.0,Female
26-29,6,Biotech,Engineer,Bachelor's Degree,United States,150000.0,0.0,0.0,Female
26-29,6,Biotech,Engineer,Bachelor's Degree,United States,150000.0,0.0,0.0,Female
26-29,6,Cloud Tech,Manager,Bachelor's Degree,United States,150000.0,0.0,0.0,Female
26-29,6,Advertising,Director,Bachelor's Degree,United States,150000.0,0.0,0.0,Female
26-29,6,Biotech,Research,Bachelor's Degree,United States,150000.0,0.0,0.0,Female
26-29,6,Biotech,Manager,Bachelor's Degree,United States,150000.0,0.0,0.0,Female
26-29,6,Design,Assistant Account Executive,Bachelor's Degree,United States,155000.0,0.0,0.0,Female
26-29,6,Health Care,Fire Fighter,Bachelor's Degree,United States,156000.0,0.0,0.0,Female
26-29,6,Biotech,Engineer,Master's Degree,United States,160000.0,0.0,0.0,Female
26-29,6,Information Technology/It,Hr Clerk,Master's Degree,United States,160000.0,0.0,0.0,Female
26-29,6,Biotech,Software Engineer,Bachelor's Degree,United States,160000.0,0.0,0.0,Female
26-29,6,Biotech,Actuarial Associate,Bachelor's Degree,United States,165000.0,0.0,0.0,Female
26-29,6,Biotech,Manager,Bachelor's Degree,United States,166000.0,0.0,0.0,Female
26-29,6,Health Care,Die Designer,Associate Degree,United States,170000.0,0.0,0.0,Female
26-29,6,Finance,Manager,Bachelor's Degree,United States,170000.0,0.0,0.0,Female
26-29,6,Design,Director,Bachelor's Degree,United States,170000.0,0.0,0.0,Female
26-29,6,Biotech,Director,Bachelor's Degree,United States,190000.0,0.0,0.0,Female
26-29,6,Dental,Fashion Model,High School Diploma,United States,250000.0,0.0,0.0,Female
26-29,6,Advertising,Art Director,Bachelor's Degree,United States,300000.0,0.0,0.0,Female
26-29,6,Finance,Marketing,Bachelor's Degree,United States,175000.0,0.0,0.0,Female
26-29,6,Architecture,Accounting Assistant,Bachelor's Degree,Lithuania,14154.4,0.0,0.0,Female
26-29,6,Finance,Vp,Doctoral Degree,Ireland,78393.6,0.0,0.0,Female
26-29,6,Insurance,Fbi Investigator,Bachelor's Degree,United States,66000.0,0.0,0.0,Female
26-29,6,Marketing,Social Media Manager,Bachelor's Degree,United States,90000.0,0.0,0.0,Female
26-29,6,Biotech,Marketing,Master's Degree,United States,127000.0,0.0,0.0,Female
26-29,6,Fashion Design,Social Media Manager,Bachelor's Degree,United States,110000.0,0.0,0.0,Female
26-29,6,Retail,Art Director,Bachelor's Degree,United States,75000.0,0.0,0.0,Female
26-29,6,Finance,Intern,Master's Degree,United States,105000.0,0.0,0.0,Female
26-29,6,Education,Teacher,Bachelor's Degree,United States,46200.0,0.0,0.0,Female
26-29,6,Aerospace,Marketing,Bachelor's Degree,United States,40000.0,0.0,0.0,Female
26-29,6,Education,Director,Master's Degree,United States,39995.0,0.0,0.0,Female
26-29,6,Consulting,Community Health Education Coordinator,Bachelor's Degree,United States,53500.0,0.0,0.0,Female
26-29,6,Marketing,Director,Bachelor's Degree,United States,60000.0,0.0,0.0,Female
26-29,6,Education,Student Advisor,Master's Degree,United States,60000.0,0.0,0.0,Female
26-29,6,Education,Teacher,Master's Degree,United States,63000.0,0.0,0.0,Female
26-29,6,Operations,Account Executive,Bachelor's Degree,United States,67000.0,0.0,0.0,Female
26-29,6,Marketing,Marketing,Bachelor's Degree,United States,69500.0,0.0,0.0,Female
26-29,6,Health Care,Benefits Analyst,Bachelor's Degree,United States,70000.0,0.0,0.0,Female
26-29,6,Apparel,Fashion Designers,Bachelor's Degree,United States,71000.0,0.0,0.0,Female
26-29,6,Environmental,Scientist,Bachelor's Degree,United States,72000.0,0.0,0.0,Female
26-29,6,Marketing,Assistant Account Executive,Bachelor's Degree,Canada,57649.8,0.0,0.0,Female
26-29,6,Health Care,Consultant,Bachelor's Degree,United States,81000.0,0.0,0.0,Female
26-29,6,Fitness,Employee Relations Specialist,Bachelor's Degree,United States,85000.0,0.0,0.0,Female
26-29,6,Digital,Video Producer,Bachelor's Degree,United States,88800.0,0.0,0.0,Female
26-29,6,Biotech,Manager,Bachelor's Degree,United States,90000.0,0.0,0.0,Female
26-29,6,Communications/Media,Court Reporters And Simultaneous Captioners,Bachelor's Degree,United States,90000.0,0.0,0.0,Female
26-29,6,Retail,Site Engineer,Bachelor's Degree,United States,110000.0,0.0,0.0,Female
26-29,6,Education,Other,Master's Degree,United States,83000.0,0.0,0.0,Female
26-29,6,Recruitment/Staffing,Recruiter,Bachelor's Degree,United States,30000.0,0.0,0.0,Female
26-29,6,Human Resources,Human Resource,Bachelor's Degree,United States,50000.0,0.0,0.0,Female
26-29,6,Education,Teacher,Master's Degree,United States,54000.0,0.0,0.0,Female
26-29,6,Education,Coo,Master's Degree,United States,62000.0,0.0,0.0,Female
26-29,6,Education,Video Producer,Bachelor's Degree,United States,70000.0,0.0,0.0,Female
26-29,6,Construction,Community Health Education Coordinator,Associate Degree,United States,75000.0,0.0,0.0,Female
26-29,6,Information Technology/It,Coo,Some college,United States,78000.0,0.0,0.0,Female
26-29,6,Biotech,Computer Systems Software Architect,Bachelor's Degree,United States,125000.0,0.0,0.0,Female
26-29,6,Marketing,Social Media Manager,Bachelor's Degree,United States,65000.0,0.0,0.0,Female
26-29,6,Veterinary,Veterinary Technician,Bachelor's Degree,United States,35000.0,0.0,0.0,Female
26-29,6,Marketing,Director,Bachelor's Degree,United States,50000.0,0.0,0.0,Female
26-29,6,Education,Teacher,Master's Degree,United States,54000.0,0.0,0.0,Female
26-29,6,Fashion Design,Community Health Education Coordinator,Bachelor's Degree,United States,58500.0,0.0,0.0,Female
26-29,6,Advertising,Account Manager,Master's Degree,Ireland,65328.0,0.0,0.0,Female
26-29,6,Arts And Entertainment,Technical Communicator,Bachelor's Degree,United States,62000.0,0.0,0.0,Female
26-29,6,Advertising,Apparel Designer,Bachelor's Degree,United States,70296.0,0.0,0.0,Female
26-29,6,Education,Manager,Master's Degree,United States,72000.0,0.0,0.0,Female
26-29,6,Marketing,Coo,Master's Degree,United States,75000.0,0.0,0.0,Female
26-29,6,Manufacturing,Digital Marketing Manager,Bachelor's Degree,United States,81000.0,0.0,0.0,Female
26-29,6,Aerospace,Engineer,Bachelor's Degree,United States,89000.0,0.0,0.0,Female
26-29,6,Finance,Controller,Bachelor's Degree,United States,115000.0,0.0,0.0,Female
26-29,6,Human Resources,Alcohol And Drug Counselor,Master's Degree,United States,34000.0,0.0,0.0,Female
26-29,6,Health Care,Medical Assistant,Trade School,United States,45760.0,0.0,0.0,Female
26-29,6,Education,Early Childhood Special Educator,Master's Degree,United States,64000.0,0.0,0.0,Female
26-29,6,Health Care,Doctor,Bachelor's Degree,Australia,118008.0,0.0,0.0,Female
26-29,6,Food Manufacturing,Human Resource Manager,Bachelor's Degree,United States,55000.0,0.0,0.0,Female
26-29,6,Entertainment/Tv,Community Health Advisor,Bachelor's Degree,United States,68890.0,0.0,0.0,Female
26-29,6,Education,Database Security Administrator,Master's Degree,United States,68000.0,0.0,0.0,Female
26-29,6,Social Assistance,Social Workers,Master's Degree,United States,70000.0,0.0,0.0,Female
26-29,6,Asset Management,It Risk Specialist,No Schooling,United States,57500.0,0.0,0.0,Female
26-29,6,Health Care,Social Workers,Master's Degree,United States,71655.0,0.0,0.0,Female
26-29,6,Asset Management,Communications,Bachelor's Degree,United States,63000.0,0.0,0.0,Female
26-29,6,Asset Management,Project Manager,Bachelor's Degree,United States,86000.0,0.0,0.0,Female
26-29,6,Health Care,Manager,Bachelor's Degree,United States,95000.0,0.0,0.0,Female
26-29,6,Sports,Graphic Designer,Bachelor's Degree,United States,63000.0,0.0,0.0,Female
26-29,6,Health Care,Pharmacist,Doctoral Degree,United States,109000.0,0.0,0.0,Female
26-29,6,Academia,Assistant Director,Master's Degree,Canada,39911.4,0.0,0.0,Female
26-29,6,Education,Communications,Bachelor's Degree,United States,70000.0,0.0,0.0,Female
26-29,6,Hospitality Management,Director Of Sales,Bachelor's Degree,United States,65000.0,0.0,0.0,Female
26-29,6,Finance,Analyst,Bachelor's Degree,United States,98000.0,0.0,0.0,Female
26-29,6,Social Media,Manager,Bachelor's Degree,United States,87700.0,0.0,0.0,Female
26-29,6,Federal Governenment,Consultant,Bachelor's Degree,United States,104000.0,0.0,0.0,Female
26-29,6,Beauty/Cosmetics,Director,Some college,United States,150000.0,0.0,0.0,Female
26-29,6,Marketing,Project Manager,Bachelor's Degree,United States,116500.0,0.0,0.0,Female
26-29,6,Real Estate/Housing,Graphic Designer,Bachelor's Degree,United States,67000.0,0.0,0.0,Female
26-29,6,Merchandise/Cpg,Project Manager,Bachelor's Degree,United States,120000.0,0.0,0.0,Female
26-29,6,Sales,Manager,Master's Degree,United States,145000.0,0.0,0.0,Female
26-29,6,E-Commerce,Marketing,Bachelor's Degree,United States,60000.0,0.0,0.0,Female
26-29,6,Retail,Department Store Manager,Some college,United States,49000.0,0.0,0.0,Female
26-29,6,Health Care,Other,Master's Degree,United States,76000.0,0.0,0.0,Female
26-29,6,Manufacturing,Sales Representative,Bachelor's Degree,United States,78000.0,0.0,0.0,Female
26-29,6,Dance,Summer Associate,Bachelor's Degree,United States,95000.0,0.0,0.0,Female
26-29,6,Cryptocurrency,Manager,Bachelor's Degree,United States,85000.0,0.0,0.0,Female
